Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000096,Male,Yes,1,Graduate,No,4116,793,142,240,1.0,Rural,Y
LP000097,Male,Yes,0,Not Graduate,Yes,4827,12691,393,360,1.0,Semiurban,Y
LP000098,Male,Yes,1,Graduate,Yes,2832,0,131,180,1.0,Semiurban,Y
LP000099,Male,No,1,Graduate,No,5789,0,222,240,1.0,Urban,Y
LP000100,Male,Yes,0,Graduate,Yes,9069,0,466,360,1.0,Urban,Y
LP000101,Male,Yes,2,Graduate,No,1349,1473,58,300,1.0,Rural,Y
LP000102,Male,No,0,Graduate,No,6246,0,129,360,1.0,Urban,Y
LP000103,Male,No,0,Not Graduate,No,10362,0,148,180,1.0,Rural,Y
LP000104,Male,No,1,Graduate,No,3526,6537,60,240,1.0,Semiurban,Y
LP000105,Female,No,1,Graduate,No,8608,149,118,180,1.0,Urban,Y
LP000106,Male,Yes,0,Graduate,No,46710,0,91,480,1.0,Semiurban,Y
LP000107,Male,Yes,2,Graduate,No,4521,6948,227,300,1.0,Semiurban,Y
LP000108,Male,No,2,Graduate,Yes,6732,0,62,240,1.0,Urban,Y
LP000109,Male,Yes,0,Graduate,No,2723,4336,381,120,0.0,Urban,Y
LP000110,Male,Yes,3,Graduate,No,5681,2755,209,180,1.0,Semiurban,Y
LP000111,Male,No,0,Graduate,No,7102,2724,87,300,1.0,Semiurban,Y
LP000112,Male,Yes,0,Graduate,No,5743,0,247,120,1.0,Urban,Y
LP000113,Female,Yes,0,Graduate,Yes,2173,0,200,360,1.0,Urban,Y
LP000114,Female,Yes,2,Graduate,Yes,5796,470,145,300,1.0,Rural,Y
LP000115,Male,Yes,1,Graduate,No,15831,4235,103,360,1.0,Semiurban,Y
LP000116,Female,Yes,0,Not Graduate,No,7036,0,195,360,1.0,Semiurban,Y
LP000117,Female,Yes,0,Graduate,No,10610,0,157,300,1.0,Rural,Y
LP000118,Male,No,1,Graduate,No,4065,0,105,240,1.0,Urban,Y
LP000119,Female,Yes,0,Graduate,Yes,8954,0,75,360,1.0,Semiurban,Y
LP000120,Male,Yes,2,Graduate,No,6145,0,96,360,1.0,Rural,Y
LP000121,Female,No,2,Graduate,No,2296,1209,115,180,0.0,Semiurban,N
LP000122,Female,No,0,Graduate,No,6341,361,265,480,1.0,Urban,Y
LP000123,Male,No,3,Graduate,No,2223,4413,228,120,1.0,Urban,Y
LP000124,Male,No,0,Graduate,No,2962,1413,118,120,1.0,Semiurban,Y
LP000125,Male,Yes,3,Graduate,No,5718,1877,120,180,0.0,Urban,Y
LP000126,Male,Yes,1,Graduate,No,6234,0,243,480,1.0,Rural,Y
LP000127,Female,Yes,1,Graduate,No,1898,1763,169,360,1.0,Urban,Y
LP000128,Female,Yes,0,Graduate,No,11420,2558,168,360,1.0,Urban,Y
LP000129,Male,Yes,2,Not Graduate,No,7766,439,104,240,1.0,Urban,Y
LP000130,Male,Yes,0,Not Graduate,Yes,2796,1389,139,300,1.0,Semiurban,Y
LP000131,Male,No,0,Not Graduate,No,1436,3757,148,300,1.0,Rural,Y
LP000132,Male,Yes,0,Not Graduate,No,4376,0,141,360,1.0,Semiurban,Y
LP000133,Male,Yes,0,Not Graduate,No,3440,2300,214,120,1.0,Rural,Y
LP000134,Male,Yes,0,Graduate,No,5380,0,217,240,0.0,Urban,Y
LP000135,Female,Yes,1,Graduate,No,3675,1899,93,180,1.0,Urban,Y
LP000136,Male,Yes,2,Graduate,Yes,986,6276,115,360,1.0,Rural,Y
LP000137,Male,No,0,Graduate,No,3602,2700,105,300,1.0,Rural,Y
LP000138,Male,Yes,1,Graduate,No,3848,10653,297,300,1.0,Rural,Y
LP000139,Male,Yes,0,Graduate,No,8159,548,457,300,1.0,Semiurban,Y
LP000140,Female,Yes,2,Graduate,No,2811,0,117,480,1.0,Urban,Y
LP000141,Female,No,2,Graduate,No,18824,2000,136,360,1.0,Urban,Y
LP000142,Male,Yes,0,Not Graduate,Yes,1064,501,226,360,1.0,Rural,Y
LP000143,Male,Yes,1,Graduate,Yes,14029,5696,104,240,1.0,Urban,Y
LP000144,Male,Yes,0,Graduate,No,4107,29425,228,180,1.0,Urban,Y
LP000145,Male,Yes,0,Graduate,No,9775,0,146,480,1.0,Semiurban,Y
LP000146,Male,No,2,Graduate,No,5238,3314,62,300,1.0,Urban,Y
LP000147,Male,No,0,Not Graduate,Yes,12229,2001,77,240,0.0,Rural,Y
LP000148,Male,Yes,0,Graduate,No,3605,0,125,300,0.0,Urban,Y
LP000149,Male,No,0,Graduate,No,2040,203,273,480,1.0,Semiurban,Y
LP000150,Male,No,2,Graduate,No,15312,0,94,300,0.0,Semiurban,N
LP000151,Female,No,0,Graduate,Yes,4488,340,113,360,1.0,Semiurban,Y
LP000152,Male,No,0,Graduate,Yes,5867,0,164,360,1.0,Semiurban,Y
LP000153,Male,Yes,1,Graduate,No,13197,1574,64,300,1.0,Urban,Y
LP000154,Male,Yes,2,Graduate,No,2152,1193,172,240,0.0,Semiurban,N
LP000155,Female,Yes,0,Graduate,No,7914,5255,68,480,1.0,Semiurban,Y
LP000156,Male,No,0,Graduate,Yes,3065,0,197,480,1.0,Semiurban,Y
LP000157,Male,Yes,0,Not Graduate,No,4421,720,99,360,1.0,Urban,Y
LP000158,Male,No,0,Graduate,No,5207,1961,92,360,1.0,Urban,Y
LP000159,Male,No,0,Not Graduate,No,1480,0,170,240,1.0,Urban,Y
LP000160,Male,Yes,1,Graduate,No,2635,3301,220,480,1.0,Semiurban,Y
LP000161,Male,No,1,Graduate,No,14484,2435,179,240,1.0,Urban,Y
LP000162,Male,Yes,1,Graduate,Yes,9986,0,164,360,1.0,Rural,Y
LP000163,Male,Yes,0,Graduate,No,4674,2922,165,480,1.0,Semiurban,Y
LP000164,Male,No,2,Graduate,No,5969,2303,179,360,1.0,Semiurban,Y
LP000165,Male,Yes,0,Graduate,No,3883,525,185,360,1.0,Rural,Y
LP000166,Female,No,3,Graduate,No,14548,1910,121,360,1.0,Urban,Y
LP000167,Male,No,1,Not Graduate,No,4186,498,205,180,1.0,Rural,Y
LP000168,Male,Yes,0,Graduate,Yes,5916,1992,99,360,1.0,Semiurban,Y
LP000169,Male,Yes,1,Graduate,No,12293,1015,256,120,1.0,Rural,Y
LP000170,Male,Yes,0,Graduate,Yes,2638,38072,219,360,1.0,Rural,Y
LP000171,Male,Yes,1,Graduate,No,17103,1723,441,180,1.0,Urban,Y
LP000172,Male,No,0,Graduate,No,1444,335,191,300,1.0,Urban,Y
LP000173,Male,Yes,0,Graduate,No,18100,1539,233,360,1.0,Semiurban,Y
LP000174,Male,Yes,2,Graduate,No,3647,3371,68,480,1.0,Semiurban,Y
LP000175,Male,Yes,0,Graduate,No,4047,13467,237,240,1.0,Urban,Y
LP000176,Male,Yes,2,Graduate,No,1083,0,267,360,1.0,Urban,Y
LP000177,Male,No,0,Graduate,No,3415,0,314,360,1.0,Urban,Y
LP000178,Male,Yes,1,Not Graduate,No,2139,4818,157,480,1.0,Semiurban,Y
LP000179,Female,No,1,Not Graduate,No,3022,344,125,300,1.0,Rural,Y
LP000180,Male,Yes,0,Graduate,No,4403,0,86,360,1.0,Semiurban,Y
LP000181,Male,No,0,Graduate,No,10574,0,90,480,1.0,Semiurban,Y
LP000182,Male,Yes,0,Graduate,No,5802,1663,146,300,1.0,Urban,Y
LP000183,Female,Yes,0,Graduate,No,6286,4133,61,480,1.0,Urban,Y
LP000184,Female,No,0,Graduate,No,2045,796,101,480,1.0,Semiurban,Y
LP000185,Male,Yes,1,Graduate,Yes,2429,0,155,480,1.0,Rural,Y
LP000186,Male,No,2,Graduate,No,20722,0,153,240,1.0,Urban,Y
LP000187,Female,Yes,2,Graduate,Yes,2729,0,91,300,1.0,Semiurban,Y
LP000188,Male,Yes,1,Graduate,No,18489,2033,80,360,1.0,Rural,Y
LP000189,Male,Yes,1,Not Graduate,No,4046,3050,86,300,1.0,Rural,Y
LP000190,Male,No,1,Graduate,No,4923,4977,132,360,1.0,Urban,Y
LP000191,Male,Yes,0,Graduate,No,11571,2896,430,180,1.0,Urban,Y
LP000192,Female,Yes,2,Not Graduate,No,13595,3115,252,120,1.0,Urban,Y
LP000193,Female,Yes,1,Not Graduate,No,4497,270,165,300,1.0,Semiurban,Y
LP000194,Male,Yes,0,Graduate,No,3602,1920,195,360,0.0,Rural,Y
LP000195,Male,Yes,0,Graduate,No,4699,3214,246,300,1.0,Urban,Y
LP000196,Male,No,0,Graduate,No,6440,4336,208,360,1.0,Urban,Y
LP000197,Male,No,0,Not Graduate,Yes,10027,787,127,360,1.0,Rural,Y
LP000198,Female,No,2,Not Graduate,No,4931,0,97,360,1.0,Semiurban,Y
LP000199,Female,No,0,Graduate,No,8063,907,139,360,0.0,Rural,Y
LP000200,Male,Yes,0,Graduate,No,18227,3441,245,300,1.0,Urban,Y
LP000201,Male,No,3,Graduate,No,6667,6252,129,300,1.0,Semiurban,Y
LP000202,Male,Yes,0,Graduate,No,6306,1108,85,180,1.0,Urban,Y
LP000203,Male,Yes,0,Graduate,Yes,1458,5375,62,360,1.0,Urban,Y
LP000204,Female,Yes,0,Not Graduate,No,599,2096,139,360,1.0,Semiurban,Y
LP000205,Male,Yes,1,Graduate,Yes,6705,1557,88,300,1.0,Urban,Y
LP000206,Male,No,2,Not Graduate,No,4555,0,119,240,1.0,Urban,Y
LP000207,Male,Yes,0,Not Graduate,No,3255,4429,307,360,0.0,Rural,Y
LP000208,Male,Yes,2,Graduate,No,5971,2672,144,120,1.0,Urban,Y
LP000209,Male,Yes,0,Graduate,Yes,4682,0,101,480,0.0,Semiurban,Y
LP000210,Male,No,2,Graduate,Yes,12115,650,173,120,1.0,Urban,Y
LP000211,Male,Yes,1,Graduate,Yes,5265,3366,387,480,0.0,Rural,Y
LP000212,Male,Yes,2,Graduate,No,2703,958,139,300,1.0,Urban,Y
LP000213,Male,Yes,0,Graduate,No,10852,637,45,300,1.0,Semiurban,Y
LP000214,Male,No,3,Graduate,No,4131,1784,205,240,1.0,Urban,Y
LP000215,Male,Yes,1,Graduate,No,7489,2132,176,120,1.0,Semiurban,Y
LP000216,Male,Yes,0,Graduate,No,3354,59982,155,240,1.0,Semiurban,Y
LP000217,Male,Yes,2,Graduate,Yes,2922,1449,133,180,0.0,Urban,Y
LP000218,Male,Yes,0,Graduate,No,5257,465,99,360,0.0,Urban,Y
LP000219,Male,Yes,2,Graduate,No,4965,0,316,240,1.0,Rural,Y
LP000220,Female,Yes,0,Graduate,No,7214,0,59,360,1.0,Rural,Y
LP000221,Male,No,1,Graduate,No,3964,1619,127,240,1.0,Urban,Y
LP000222,Male,Yes,0,Graduate,No,1131,1843,125,480,0.0,Urban,Y
LP000223,Male,Yes,0,Graduate,No,3476,4691,227,360,0.0,Urban,Y
LP000224,Male,No,0,Graduate,No,9274,0,275,180,1.0,Urban,Y
LP000225,Male,Yes,0,Graduate,No,3874,988,132,300,0.0,Rural,Y
LP000226,Male,Yes,0,Not Graduate,No,4035,1509,163,240,0.0,Semiurban,Y
LP000227,Female,Yes,0,Graduate,No,10819,0,170,180,0.0,Semiurban,Y
LP000228,Male,Yes,0,Graduate,No,2780,466,251,360,0.0,Rural,Y
LP000229,Female,No,0,Graduate,No,1430,2622,248,360,1.0,Semiurban,Y
LP000230,Male,Yes,0,Graduate,No,4322,0,113,480,0.0,Semiurban,Y
LP000231,Male,No,1,Graduate,No,3336,1099,184,360,1.0,Urban,Y
LP000232,Male,Yes,0,Graduate,No,2268,547,179,480,1.0,Urban,Y
LP000233,Male,Yes,2,Graduate,No,4271,3496,140,480,1.0,Semiurban,Y
LP000234,Male,Yes,2,Graduate,No,7282,15704,178,360,1.0,Urban,Y
LP000235,Male,Yes,1,Graduate,Yes,4878,379,149,300,0.0,Urban,Y
LP000236,Male,Yes,0,Graduate,No,6282,195,160,180,1.0,Urban,Y
LP000237,Male,No,2,Graduate,Yes,20967,1556,75,240,1.0,Urban,Y
LP000238,Male,Yes,0,Not Graduate,No,3735,0,93,360,1.0,Semiurban,Y
LP000239,Male,No,0,Graduate,No,6140,0,223,300,0.0,Semiurban,Y
LP000240,Male,Yes,0,Graduate,No,3270,1058,81,180,1.0,Urban,Y
LP000241,Female,No,1,Graduate,No,2497,1421,187,300,1.0,Urban,Y
LP000242,Female,No,0,Graduate,No,3078,0,142,120,1.0,Semiurban,Y
LP000243,Female,No,0,Graduate,No,3350,6301,248,360,1.0,Urban,Y
LP000244,Male,No,3,Graduate,No,6552,173,205,120,1.0,Semiurban,Y
LP000245,Male,No,2,Graduate,No,32185,1161,118,360,1.0,Semiurban,Y
LP000246,Female,Yes,0,Graduate,No,2771,0,132,360,1.0,Urban,Y
LP000247,Male,Yes,0,Graduate,No,3521,600,54,180,1.0,Semiurban,Y
LP000248,Female,Yes,2,Graduate,Yes,4672,0,139,360,0.0,Semiurban,N
LP000249,Female,No,0,Not Graduate,No,6745,843,78,360,1.0,Urban,Y
LP000250,Female,Yes,0,Graduate,No,6068,1720,133,240,1.0,Urban,Y
LP000251,Male,No,0,Graduate,No,13729,3523,107,180,1.0,Rural,Y
LP000252,Male,Yes,2,Graduate,Yes,705,0,95,240,1.0,Urban,Y
LP000253,Female,Yes,1,Graduate,No,728,197,268,360,1.0,Rural,Y
LP000254,Male,Yes,2,Graduate,No,3305,1080,78,360,1.0,Semiurban,Y
LP000255,Male,Yes,2,Graduate,No,11823,6218,91,180,1.0,Urban,Y
LP000256,Male,Yes,0,Graduate,No,1404,1206,104,300,1.0,Urban,Y
LP000257,Female,Yes,0,Graduate,No,443,654,116,240,0.0,Semiurban,N
LP000258,Male,Yes,0,Graduate,No,7761,5490,95,360,1.0,Semiurban,Y
LP000259,Male,Yes,0,Graduate,No,5972,1215,124,240,0.0,Semiurban,Y
LP000260,Male,Yes,0,Not Graduate,No,2054,980,172,360,1.0,Rural,Y
LP000261,Male,Yes,1,Graduate,Yes,2234,2163,207,300,1.0,Rural,Y
LP000262,Female,No,1,Graduate,No,2262,4559,202,360,1.0,Urban,Y
LP000263,Male,Yes,2,Graduate,No,5369,31509,57,360,1.0,Rural,Y
LP000264,Male,Yes,0,Graduate,No,2977,4878,179,360,0.0,Rural,Y
LP000265,Female,Yes,1,Graduate,No,7297,7272,185,300,1.0,Rural,Y
LP000266,Male,Yes,1,Graduate,No,500,985,106,360,1.0,Semiurban,Y
LP000267,Male,Yes,0,Graduate,No,2476,527,341,300,1.0,Semiurban,Y
LP000268,Male,Yes,1,Graduate,Yes,1996,1948,255,300,0.0,Semiurban,N
LP000269,Male,Yes,0,Graduate,No,4003,2056,135,360,1.0,Urban,Y
LP000270,Male,Yes,0,Graduate,No,3195,0,110,360,0.0,Rural,Y
LP000271,Female,Yes,0,Graduate,No,9304,1465,338,360,1.0,Urban,Y
LP000272,Female,No,0,Graduate,No,1110,0,147,240,0.0,Urban,N
LP000273,Female,No,0,Graduate,No,5096,2786,154,360,1.0,Rural,Y
LP000274,Female,Yes,1,Graduate,No,7682,0,153,360,1.0,Urban,Y
LP000275,Male,Yes,3,Not Graduate,No,21705,2563,469,480,1.0,Rural,Y
LP000276,Male,Yes,1,Not Graduate,No,3342,983,133,360,1.0,Semiurban,Y
LP000277,Male,Yes,1,Not Graduate,No,6371,0,146,360,1.0,Urban,Y
LP000278,Male,No,0,Graduate,No,1160,428,97,240,1.0,Semiurban,Y
LP000279,Male,Yes,1,Graduate,Yes,725,15393,122,360,1.0,Semiurban,Y
LP000280,Male,Yes,0,Graduate,No,9660,1837,88,360,1.0,Semiurban,Y
LP000281,Female,Yes,0,Graduate,No,4892,1380,98,480,1.0,Rural,Y
LP000282,Male,No,0,Graduate,No,12617,0,60,240,0.0,Rural,Y
LP000283,Male,Yes,0,Not Graduate,No,1638,0,230,120,1.0,Urban,Y
LP000284,Male,Yes,0,Not Graduate,Yes,7449,498,160,120,1.0,Urban,Y
LP000285,Male,Yes,0,Graduate,No,21917,1080,167,360,0.0,Rural,Y
LP000286,Male,Yes,0,Graduate,No,6875,0,144,480,1.0,Semiurban,Y
LP000287,Male,Yes,3,Graduate,No,6131,3715,153,120,1.0,Urban,Y
LP000288,Male,Yes,0,Not Graduate,No,4948,5707,333,360,1.0,Rural,Y
LP000289,Male,Yes,0,Not Graduate,No,1398,0,101,360,1.0,Rural,Y
LP000290,Male,Yes,0,Graduate,No,14537,0,170,360,1.0,Semiurban,Y
LP000291,Male,Yes,1,Graduate,No,3014,0,170,300,1.0,Semiurban,Y
LP000292,Male,Yes,0,Not Graduate,Yes,7358,1328,262,360,1.0,Semiurban,Y
LP000293,Female,Yes,0,Graduate,No,1407,2615,184,120,0.0,Semiurban,Y
LP000294,Male,Yes,0,Graduate,No,1913,0,189,360,1.0,Rural,Y
LP000295,Male,No,0,Not Graduate,No,15491,0,79,240,1.0,Rural,Y
LP000296,Male,Yes,0,Graduate,No,3722,7654,99,300,1.0,Semiurban,Y
LP000297,Male,Yes,0,Graduate,Yes,15718,2243,82,360,1.0,Semiurban,Y
LP000298,Male,Yes,0,Graduate,No,4616,4941,43,240,1.0,Rural,Y
LP000299,Male,Yes,0,Graduate,No,1126,1599,181,180,0.0,Urban,Y
LP000300,Male,No,0,Not Graduate,No,10033,657,130,360,1.0,Urban,Y
LP000301,Male,Yes,2,Graduate,Yes,3065,0,181,360,1.0,Rural,Y
LP000302,Male,No,0,Not Graduate,No,8595,3965,151,360,1.0,Urban,Y
LP000303,Male,Yes,0,Graduate,No,5014,5804,167,240,1.0,Urban,Y
LP000304,Male,Yes,0,Graduate,No,1430,1779,289,120,1.0,Urban,Y
LP000305,Male,No,2,Graduate,No,5605,0,148,300,1.0,Urban,Y
LP000306,Female,No,0,Graduate,Yes,28480,278,207,180,1.0,Urban,Y
LP000307,Male,No,0,Graduate,No,7290,4833,127,480,1.0,Urban,Y
LP000308,Male,No,1,Graduate,No,4693,3006,224,120,1.0,Rural,Y
LP000309,Male,Yes,0,Graduate,No,11617,0,79,300,1.0,Semiurban,Y
LP000310,Male,No,0,Graduate,No,5816,0,59,120,1.0,Semiurban,Y
LP000311,Male,Yes,0,Graduate,No,5811,1032,425,120,1.0,Urban,Y
LP000312,Male,No,2,Graduate,No,2052,0,371,360,1.0,Semiurban,Y
LP000313,Male,Yes,0,Graduate,Yes,5925,0,56,360,1.0,Semiurban,Y
LP000314,Female,No,1,Graduate,No,11252,0,145,120,1.0,Semiurban,Y
LP000315,Female,Yes,3,Graduate,No,2517,0,159,120,1.0,Urban,Y
LP000316,Male,Yes,0,Graduate,No,15361,745,213,120,1.0,Semiurban,Y
LP000317,Male,Yes,0,Graduate,No,4567,256,354,360,1.0,Rural,Y
LP000318,Male,No,0,Graduate,Yes,2415,20478,87,360,1.0,Semiurban,Y
LP000319,Male,Yes,0,Not Graduate,No,10917,8127,89,120,1.0,Semiurban,Y
LP000320,Male,Yes,0,Graduate,No,3907,709,148,300,1.0,Semiurban,Y
LP000321,Male,Yes,2,Graduate,No,9023,0,91,360,1.0,Semiurban,Y
LP000322,Male,Yes,1,Graduate,No,3891,0,38,360,1.0,Semiurban,Y
LP000323,Male,No,1,Graduate,No,4685,7550,132,480,1.0,Urban,Y
LP000324,Male,Yes,0,Graduate,No,7294,677,227,240,0.0,Semiurban,Y
LP000325,Female,No,2,Graduate,No,6202,6704,146,180,1.0,Rural,Y
LP000326,Male,Yes,3,Graduate,No,995,936,202,240,1.0,Semiurban,Y
LP000327,Male,Yes,2,Not Graduate,Yes,2004,363,188,360,1.0,Urban,Y
LP000328,Male,No,0,Graduate,No,10337,0,88,480,1.0,Urban,Y
